,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,features_used,last_login_days_ago,monthly_fee,total_revenue,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,csat_score,escalations,survey_response,referral_count,churn
5073,Individual,21,Mobile,Yearly,21,7,4,1.6094379124341003,10,5.351858133476067,0,Yes,No,1,26.85960827371692,4.0,0,Satisfied,2,0
5074,SME,32,Web,Monthly,18,6,3,2.0794415416798357,50,7.3783837129967145,1,No,No,0,15.208677976939912,5.0,1,Neutral,2,0
5075,Enterprise,26,Referral,Monthly,20,2,6,3.258096538021482,50,7.170888478512505,1,Yes,No,2,29.45166503799966,3.0,1,Neutral,0,0
5076,Enterprise,13,Referral,Monthly,13,2,5,1.0986122886681098,10,4.875197323201151,0,No,Yes,0,33.95386942329924,3.0,0,Neutral,1,0
5077,SME,29,Web,Quarterly,25,6,3,1.0986122886681098,20,6.364750756851911,0,No,No,1,7.583024846915809,4.0,0,Satisfied,1,0
5078,Individual,7,Web,Quarterly,17,7,5,0.0,30,5.351858133476067,1,No,Yes,3,8.052792508628729,4.0,0,Unsatisfied,3,0
5079,Individual,47,Web,Quarterly,49,4,9,1.3862943611198906,10,6.154858094016418,0,No,No,2,22.1067887565883,3.0,0,Unsatisfied,1,0
5080,Individual,26,Web,Quarterly,15,3,3,2.9444389791664403,10,5.564520407322694,1,No,No,0,37.67429860641492,3.0,0,Unsatisfied,2,0
5081,SME,6,Referral,Monthly,28,5,9,1.0986122886681098,30,5.198497031265826,2,No,Yes,0,5.800466379105199,4.0,0,Neutral,0,0
5082,Individual,32,Referral,Yearly,38,2,7,2.9444389791664403,70,7.714677473800927,0,No,No,0,24.438237959166297,1.0,0,Unsatisfied,1,0
5083,Individual,36,Web,Monthly,0,1,5,2.1972245773362196,50,7.496097345175956,0,No,No,0,13.934955671007655,4.0,0,Neutral,1,0
5084,Individual,54,Web,Monthly,15,4,5,1.0986122886681098,20,6.985641817639208,0,No,No,3,1.0,5.0,0,Unsatisfied,0,0
5085,SME,23,Web,Quarterly,35,6,2,0.6931471805599453,20,6.133398042996649,0,Yes,No,2,36.75546069220488,4.0,0,Satisfied,0,0
5086,Enterprise,52,Referral,Quarterly,0,0,5,2.4849066497880004,70,8.200013648175434,0,No,No,0,31.57257240911613,4.0,0,Satisfied,1,0
5089,Individual,21,Mobile,Quarterly,35,4,8,2.833213344056216,70,7.293697720601438,0,Yes,Yes,2,12.90567860011886,2.0,0,Satisfied,0,0
5090,SME,19,Mobile,Monthly,17,7,11,2.8903717578961645,70,7.193685818395112,2,Yes,Yes,3,23.13897514140631,2.0,0,Neutral,2,1
5091,Individual,34,Web,Monthly,22,5,8,0.0,20,6.523562306149512,1,No,Yes,0,27.09841923322283,4.0,0,Neutral,0,0
5093,Enterprise,47,Mobile,Yearly,17,5,5,1.791759469228055,70,8.098946748943339,0,No,Yes,5,10.77767665058716,4.0,0,Satisfied,1,0
5094,SME,52,Web,Quarterly,12,1,6,1.0986122886681098,10,6.255750041753367,0,Yes,No,0,31.441869567953677,3.0,0,Neutral,0,0
5096,Individual,44,Mobile,Quarterly,21,2,10,0.6931471805599453,50,7.696667081526462,1,Yes,No,2,26.746041042548924,2.0,0,Satisfied,1,0
5097,Individual,35,Web,Yearly,12,2,6,0.6931471805599453,30,6.957497370876951,0,Yes,No,0,19.702485564534285,2.0,0,Neutral,0,0
5098,Individual,49,Mobile,Quarterly,0,3,6,1.6094379124341003,30,7.293697720601438,2,No,No,0,35.729677196089625,4.0,0,Satisfied,1,0
5100,Individual,46,Mobile,Quarterly,22,0,2,3.091042453358316,70,8.0774471493312,0,No,No,3,27.258133118509,2.0,1,Satisfied,1,0
5101,Individual,29,Mobile,Quarterly,27,2,3,2.0794415416798357,100,7.972810784121404,0,Yes,No,0,35.342322144013465,4.0,1,Neutral,3,0
5102,Individual,6,Mobile,Yearly,19,1,6,2.4849066497880004,50,5.707110264748875,2,No,No,1,5.927991401818456,3.0,1,Neutral,0,0
5103,SME,36,Web,Quarterly,9,1,13,1.3862943611198906,10,5.8888779583328805,1,Yes,No,1,23.382329053215056,3.0,1,Satisfied,0,0
5104,Enterprise,53,Web,Monthly,35,6,2,0.6931471805599453,20,6.966967138613983,1,No,No,2,12.190692983129036,4.0,0,Satisfied,1,0
5106,SME,32,Referral,Monthly,10,4,8,1.791759469228055,30,6.8679744089702925,1,Yes,No,2,17.708058104731535,3.0,1,Satisfied,1,0
5107,Individual,40,Referral,Quarterly,34,5,10,1.9459101490553132,20,6.68586094706836,0,No,No,1,33.45820055797313,4.0,0,Satisfied,1,0
5108,SME,59,Web,Monthly,37,5,2,1.791759469228055,20,7.074116816197362,3,Yes,No,0,10.309032730238528,3.0,1,Neutral,0,0
5109,Individual,20,Referral,Quarterly,0,4,2,2.0794415416798357,10,5.303304908059076,0,No,Yes,0,31.27159305240764,5.0,1,Neutral,1,0
5110,Individual,22,Mobile,Yearly,10,4,5,2.0794415416798357,30,6.493753839851686,1,No,No,3,20.63905079402317,3.0,0,Unsatisfied,0,0
5111,Individual,3,Referral,Monthly,18,6,9,2.5649493574615367,70,5.351858133476067,0,Yes,No,0,16.10246517690444,3.0,0,Unsatisfied,1,1
5112,Individual,8,Web,Quarterly,22,5,6,2.995732273553991,50,5.993961427306569,0,Yes,No,1,20.38977068987549,3.0,0,Unsatisfied,2,0
5114,Individual,19,Mobile,Monthly,45,0,8,1.3862943611198906,70,7.193685818395112,0,Yes,No,1,12.680278978404653,4.0,0,Satisfied,1,0
5115,SME,31,Web,Monthly,9,0,2,2.302585092994046,20,6.431331081933479,1,Yes,No,0,33.58693412711066,4.0,0,Satisfied,0,0
5116,Enterprise,32,Web,Quarterly,21,4,7,3.5263605246161616,70,7.714677473800927,0,No,No,2,19.74315567003944,4.0,0,Neutral,0,0
5117,Individual,15,Web,Yearly,5,4,7,2.1972245773362196,50,6.621405651764134,0,No,No,1,33.99931490375997,2.0,1,Satisfied,1,0
5118,Individual,55,Web,Quarterly,22,4,5,2.3978952727983707,10,6.311734809152915,1,No,No,3,29.402617515694104,3.0,0,Neutral,0,0
5119,SME,39,Web,Monthly,36,0,2,2.8903717578961645,50,7.576097340623111,1,No,Yes,1,35.62046613335379,2.0,0,Neutral,3,0
5120,Individual,31,Mobile,Monthly,0,2,3,0.6931471805599453,10,5.739792912179234,0,No,No,1,14.766868524671656,4.0,0,Neutral,0,0
5121,Individual,3,Mobile,Quarterly,5,5,6,0.6931471805599453,50,5.017279836814924,0,No,No,2,33.488046340576766,3.0,1,Unsatisfied,3,0
5122,SME,51,Referral,Monthly,27,7,4,3.1780538303479458,20,6.928537818164665,1,Yes,No,0,27.96761216365983,3.0,0,Unsatisfied,1,0
5123,Enterprise,58,Web,Quarterly,28,7,7,3.367295829986474,10,6.364750756851911,0,No,No,1,23.729195239633626,3.0,0,Neutral,1,0
5124,SME,32,Referral,Monthly,11,7,3,1.0986122886681098,30,6.8679744089702925,0,No,No,1,5.326912221338308,2.0,0,Satisfied,0,1
5126,Individual,28,Web,Monthly,33,7,4,2.833213344056216,70,7.581209826196346,1,No,No,4,27.483869355636784,3.0,0,Satisfied,0,0
5127,Individual,27,Mobile,Quarterly,25,5,7,1.0986122886681098,10,5.602118820879701,0,No,No,0,18.66546588433621,3.0,1,Satisfied,1,0
5130,Individual,40,Mobile,Quarterly,17,5,4,1.6094379124341003,100,8.294299608857235,0,No,No,1,17.06949430762613,5.0,0,Neutral,0,0
5131,Enterprise,43,Mobile,Monthly,22,7,4,1.9459101490553132,20,6.7580945044277305,0,No,No,0,36.14136146297773,3.0,1,Satisfied,1,0
5132,SME,31,Referral,Yearly,28,5,7,1.6094379124341003,30,6.836259277277067,1,No,No,1,4.731632666711935,3.0,0,Satisfied,2,0
5133,SME,51,Referral,Monthly,3,2,1,2.302585092994046,30,7.333676395657684,0,No,Yes,1,23.882949234235305,3.0,0,Satisfied,2,0
5134,Enterprise,34,Mobile,Monthly,22,0,7,2.995732273553991,30,6.928537818164665,0,Yes,No,0,19.06883185239512,3.0,0,Satisfied,0,0
5135,Individual,5,Mobile,Quarterly,18,0,5,2.1972245773362196,30,5.017279836814924,0,Yes,No,3,7.804993780754899,4.0,1,Neutral,0,1
5136,Individual,11,Referral,Monthly,14,4,6,2.1972245773362196,30,5.802118375377063,0,No,No,0,15.480864968627898,4.0,0,Neutral,4,0
5138,Enterprise,8,Referral,Monthly,1,0,6,3.4965075614664802,10,4.394449154672439,1,No,No,1,24.93723036457554,2.0,0,Satisfied,1,0
5139,Individual,17,Mobile,Yearly,14,7,1,0.0,20,5.831882477283517,0,No,Yes,1,20.56060732317033,2.0,0,Satisfied,2,0
5140,Individual,44,Web,Monthly,14,3,6,0.6931471805599453,50,7.696667081526462,0,No,No,2,27.45768162158569,3.0,0,Satisfied,2,0
5141,SME,50,Referral,Quarterly,29,2,4,1.791759469228055,50,7.824445930877619,0,No,No,2,34.98311560114858,5.0,0,Satisfied,1,0
5142,Individual,39,Web,Yearly,31,6,5,2.9444389791664403,50,7.576097340623111,1,Yes,No,1,29.750879789284618,3.0,1,Unsatisfied,2,0
5143,Individual,41,Mobile,Yearly,11,2,7,3.295836866004329,50,7.62608275807238,1,No,No,0,25.9139238651606,4.0,0,Satisfied,0,0
5146,Individual,24,Web,Quarterly,31,1,2,1.791759469228055,30,6.580639137284949,0,No,No,2,28.60502978094957,4.0,0,Satisfied,2,0
5147,SME,30,Referral,Monthly,13,0,4,2.4849066497880004,20,6.398594934535208,1,No,Yes,0,33.200016441457215,4.0,1,Satisfied,0,0
5148,Individual,58,Mobile,Yearly,39,2,5,2.9444389791664403,70,8.309184527686298,0,Yes,No,0,24.673149654861955,3.0,0,Neutral,3,0
5150,Enterprise,52,Mobile,Monthly,24,2,4,3.1780538303479458,70,8.200013648175434,0,No,Yes,2,35.60194255443483,3.0,0,Satisfied,0,0
5151,Individual,50,Referral,Quarterly,15,6,6,1.0986122886681098,50,7.824445930877619,0,No,No,1,35.03032631984264,2.0,1,Satisfied,1,0
5152,Individual,57,Web,Quarterly,36,0,6,2.1972245773362196,50,7.955425088912672,0,Yes,No,4,14.265591582223468,4.0,0,Unsatisfied,3,0
5153,Individual,15,Mobile,Yearly,24,5,10,1.9459101490553132,10,5.017279836814924,0,No,No,1,14.349977046812084,3.0,1,Satisfied,1,0
5154,SME,53,Mobile,Yearly,15,4,7,2.995732273553991,10,6.274762021241939,0,Yes,Yes,4,38.32412004550372,3.0,0,Satisfied,2,0
5155,Individual,53,Referral,Monthly,6,6,5,0.6931471805599453,20,6.966967138613983,0,No,No,0,36.04720734419483,5.0,0,Neutral,1,0
5157,SME,13,Referral,Quarterly,13,1,10,2.4849066497880004,20,5.564520407322694,2,No,No,1,1.415005139756076,2.0,0,Unsatisfied,2,1
5158,Individual,5,Web,Quarterly,18,2,6,0.6931471805599453,20,4.61512051684126,2,Yes,No,1,13.38080892427052,4.0,0,Satisfied,2,0
5159,Individual,31,Web,Monthly,10,3,3,2.70805020110221,30,6.836259277277067,0,Yes,No,1,20.92223867119248,3.0,0,Neutral,1,0
5160,SME,12,Web,Monthly,10,3,2,2.302585092994046,30,5.8888779583328805,0,No,No,1,40.696846472072295,3.0,0,Satisfied,0,0
5161,Individual,30,Web,Monthly,13,3,3,0.6931471805599453,100,8.006700845440367,0,Yes,No,0,25.54075979949743,4.0,2,Satisfied,2,0
5163,SME,10,Mobile,Monthly,8,5,1,2.9444389791664403,20,5.303304908059076,1,No,No,3,6.154712917128705,4.0,0,Satisfied,2,0
5164,Enterprise,30,Web,Monthly,17,2,5,0.0,70,7.650168700845001,0,No,No,0,18.555765739515536,3.0,0,Unsatisfied,3,0
5165,Individual,26,Mobile,Quarterly,12,4,3,1.0986122886681098,10,5.564520407322694,0,No,Yes,4,22.658518420332257,3.0,1,Unsatisfied,2,0
5167,SME,6,Referral,Monthly,29,5,2,2.0794415416798357,10,4.110873864173311,0,Yes,No,1,19.920696602872404,3.0,0,Satisfied,1,0
5168,Individual,27,Mobile,Yearly,22,6,10,2.1972245773362196,20,6.293419278846481,0,No,Yes,1,9.865927336306427,3.0,0,Neutral,1,0
5169,Individual,20,Referral,Quarterly,13,2,2,0.6931471805599453,20,5.993961427306569,0,No,No,4,19.694777205622398,5.0,0,Satisfied,0,0
5170,Individual,28,Mobile,Monthly,19,2,4,0.6931471805599453,20,6.329720905522696,0,No,No,3,12.443007359077768,3.0,0,Satisfied,1,0
5171,SME,20,Web,Yearly,25,4,7,3.295836866004329,20,5.993961427306569,0,No,No,1,23.910378347664007,5.0,0,Neutral,1,0
5172,Individual,12,Web,Monthly,27,1,4,2.6390573296152584,50,6.398594934535208,2,No,Yes,1,18.85549442482512,4.0,0,Satisfied,0,0
5173,SME,45,Web,Quarterly,22,6,9,0.6931471805599453,30,7.208600337960199,0,No,No,2,24.124745146722027,3.0,0,Satisfied,0,0
5174,SME,21,Mobile,Monthly,37,0,6,3.091042453358316,100,7.650168700845001,1,Yes,No,1,30.68382277184667,3.0,0,Satisfied,1,0
5175,Individual,30,Referral,Quarterly,11,0,7,1.0986122886681098,50,7.313886831633462,1,No,No,3,27.41752469011685,3.0,2,Satisfied,0,0
5176,Individual,49,Referral,Monthly,25,0,2,1.6094379124341003,50,7.804251383528112,0,No,No,1,29.676304514802688,4.0,1,Unsatisfied,2,0
5178,Individual,10,Mobile,Quarterly,30,5,1,2.3978952727983707,50,6.2166061010848646,1,No,No,1,35.216577191983816,5.0,0,Satisfied,0,0
5179,Individual,51,Mobile,Quarterly,20,7,6,2.0794415416798357,10,6.236369590203704,2,Yes,No,2,14.78686961004972,3.0,0,Satisfied,3,0
5180,SME,5,Referral,Quarterly,40,2,6,0.6931471805599453,30,5.017279836814924,0,No,No,1,24.9122510067912,3.0,0,Unsatisfied,1,0
5182,Individual,37,Web,Monthly,27,4,7,1.9459101490553132,10,5.916202062607435,0,Yes,Yes,2,22.79872959643989,2.0,0,Neutral,1,0
5183,Individual,8,Referral,Quarterly,18,4,7,3.2188758248682006,100,6.68586094706836,0,Yes,No,2,12.84339354410942,4.0,0,Satisfied,1,0
5185,Individual,17,Web,Monthly,13,4,5,2.772588722239781,30,6.236369590203704,1,No,No,0,20.624390510195653,4.0,0,Unsatisfied,1,0
5186,SME,3,Web,Yearly,24,4,3,0.0,50,5.017279836814924,1,No,No,1,33.920631280826576,5.0,0,Neutral,1,1
5187,Enterprise,21,Mobile,Yearly,0,0,4,1.3862943611198906,20,6.042632833682381,0,No,No,1,20.962955042695118,4.0,0,Satisfied,1,0
5188,Individual,16,Referral,Yearly,14,1,3,1.0986122886681098,10,5.081404364984463,0,Yes,No,0,20.22966891796689,5.0,0,Satisfied,0,0
5190,Individual,27,Referral,Quarterly,39,6,7,1.0986122886681098,30,6.698268054115413,0,No,No,1,22.55764361948787,3.0,0,Neutral,0,0
5191,Individual,51,Web,Yearly,12,4,8,3.1354942159291497,30,7.333676395657684,0,No,Yes,2,16.318556594198988,2.0,0,Unsatisfied,1,1
5192,Individual,6,Mobile,Monthly,15,4,2,2.0794415416798357,50,5.707110264748875,0,Yes,No,0,24.804353186935124,3.0,0,Unsatisfied,1,0
5193,Individual,42,Mobile,Yearly,12,4,3,2.8903717578961645,30,7.13966033596492,0,No,No,1,17.405432688789436,3.0,0,Satisfied,0,0
5194,Enterprise,16,Web,Monthly,24,0,5,1.6094379124341003,20,5.771441123130016,0,No,No,1,50.02892359586612,3.0,1,Neutral,1,0
5195,Individual,45,Web,Monthly,16,6,3,1.3862943611198906,50,7.719129840906732,2,Yes,No,1,23.72258509707863,3.0,0,Neutral,1,0
5196,Individual,3,Web,Monthly,15,6,4,0.6931471805599453,30,4.51085950651685,1,No,No,4,17.56724438672231,2.0,0,Unsatisfied,2,1
5197,Individual,54,Referral,Quarterly,41,2,3,2.302585092994046,10,6.293419278846481,2,No,Yes,1,36.98852744982442,3.0,1,Neutral,2,0
5199,SME,20,Mobile,Monthly,26,6,5,2.3978952727983707,20,5.993961427306569,1,Yes,No,0,18.550931671652556,3.0,1,Unsatisfied,1,0
5200,Individual,40,Mobile,Quarterly,24,6,1,0.0,50,7.601402334583733,0,No,No,2,27.004717431707853,5.0,0,Satisfied,0,0
5201,Enterprise,7,Mobile,Monthly,11,5,7,0.6931471805599453,100,6.55250788703459,0,No,Yes,0,35.44055295707475,4.0,0,Satisfied,3,0
5203,SME,11,Mobile,Monthly,8,6,4,2.6390573296152584,50,6.311734809152915,1,No,No,1,22.85970250056053,5.0,0,Satisfied,1,0
5204,Enterprise,29,Mobile,Monthly,7,1,5,0.6931471805599453,30,6.769641976852503,0,Yes,No,0,19.11086958984427,3.0,0,Satisfied,1,0
5206,Individual,3,Mobile,Quarterly,21,5,7,0.6931471805599453,30,4.51085950651685,0,No,No,1,2.3504442413042703,4.0,0,Satisfied,0,1
5207,SME,21,Web,Monthly,18,7,4,1.9459101490553132,20,6.042632833682381,1,Yes,No,2,22.05041996255056,3.0,1,Neutral,1,0
5208,Individual,53,Referral,Monthly,23,0,8,3.332204510175204,20,6.966967138613983,0,No,Yes,1,10.623172077339875,1.0,0,Unsatisfied,1,0
5209,SME,32,Web,Monthly,18,2,8,1.6094379124341003,20,6.46302945692067,1,No,No,1,21.94910009431353,2.0,0,Satisfied,0,0
5210,Individual,30,Mobile,Yearly,32,5,5,2.70805020110221,20,6.398594934535208,0,No,No,0,7.869899691071964,3.0,0,Satisfied,1,1
5211,Individual,39,Mobile,Monthly,14,4,6,0.6931471805599453,30,7.065613363597717,0,No,Yes,0,48.47286402595104,3.0,0,Satisfied,0,0
5212,Individual,11,Web,Quarterly,29,6,3,1.6094379124341003,10,4.709530201312334,2,No,No,3,48.12088840750765,4.0,0,Satisfied,1,0
5213,Enterprise,17,Web,Monthly,27,1,6,1.3862943611198906,30,6.236369590203704,2,No,No,2,25.48405339265512,5.0,0,Satisfied,1,0
5214,Individual,25,Web,Monthly,0,4,5,1.0986122886681098,20,6.2166061010848646,1,Yes,No,1,30.87588967911504,4.0,0,Satisfied,2,0
5215,Individual,50,Web,Monthly,4,1,3,1.3862943611198906,70,8.160803920954665,0,Yes,No,1,9.939646622634466,4.0,0,Unsatisfied,0,0
5216,Individual,25,Referral,Monthly,2,2,3,2.772588722239781,50,7.1316985104669115,1,No,No,0,3.8428122410717087,3.0,0,Satisfied,1,0
5217,Individual,9,Referral,Monthly,23,4,7,2.1972245773362196,50,6.111467339502679,1,No,No,1,32.72184806326572,4.0,1,Satisfied,0,0
5220,SME,15,Referral,Quarterly,9,3,6,1.6094379124341003,20,5.707110264748875,0,No,No,0,1.0,4.0,0,Satisfied,1,0
5222,Individual,15,Referral,Yearly,9,0,8,2.4849066497880004,30,6.111467339502679,1,No,No,0,44.34046681383998,5.0,0,Neutral,1,0
5223,Individual,39,Web,Quarterly,25,1,3,1.9459101490553132,30,7.065613363597717,0,No,Yes,0,37.43992101327129,5.0,2,Satisfied,0,0
5224,Individual,35,Mobile,Quarterly,16,3,4,2.8903717578961645,30,6.957497370876951,0,Yes,No,0,1.0,3.0,0,Neutral,1,0
5225,SME,56,Web,Monthly,15,6,6,0.6931471805599453,50,7.937731775260109,0,No,Yes,2,28.133761604955254,4.0,0,Satisfied,0,0
5226,Individual,40,Web,Quarterly,13,4,8,0.6931471805599453,20,6.68586094706836,0,Yes,No,3,34.84568076008286,3.0,0,Satisfied,1,0
5227,Individual,13,Web,Yearly,8,6,7,2.5649493574615367,70,6.814542897259958,0,Yes,Yes,3,24.899389512985888,2.0,0,Unsatisfied,2,0
5228,Individual,16,Mobile,Quarterly,23,6,4,1.9459101490553132,20,5.771441123130016,0,Yes,No,1,24.778637417005974,1.0,0,Satisfied,3,0
5229,SME,3,Web,Quarterly,13,4,1,3.2188758248682006,70,5.351858133476067,0,No,No,3,28.29530295542459,4.0,0,Neutral,2,0
5230,Enterprise,53,Mobile,Quarterly,43,4,4,2.5649493574615367,30,7.372118028337787,1,No,Yes,2,39.63931581788464,5.0,0,Satisfied,2,0
5231,Individual,31,Web,Quarterly,35,4,5,0.0,20,6.431331081933479,0,No,No,0,26.92785113674806,3.0,0,Neutral,1,0
5232,Individual,55,Web,Yearly,17,5,7,2.833213344056216,20,7.00397413672268,0,Yes,No,0,22.238904351249584,4.0,1,Unsatisfied,0,0
5234,Individual,35,Web,Yearly,18,7,3,2.3978952727983707,20,6.55250788703459,1,No,No,2,16.084862417088758,5.0,0,Neutral,2,0
5236,Enterprise,1,Web,Quarterly,41,7,7,3.4011973816621555,30,3.4339872044851463,1,Yes,No,1,38.8219046966346,2.0,0,Neutral,1,0
5238,SME,14,Referral,Monthly,33,5,6,1.6094379124341003,10,4.948759890378168,1,Yes,No,1,28.82332908318776,4.0,0,Satisfied,1,0
5239,Individual,7,Mobile,Yearly,17,7,2,1.3862943611198906,20,4.948759890378168,3,Yes,No,1,36.34088846229358,4.0,0,Unsatisfied,0,1
5240,SME,23,Web,Monthly,11,3,8,2.0794415416798357,50,7.048386408721883,2,No,No,1,35.641068694523526,3.0,0,Unsatisfied,1,0
5241,Individual,35,Web,Monthly,31,0,6,2.0794415416798357,20,6.55250788703459,2,No,No,0,20.846715338892665,4.0,2,Satisfied,0,0
5242,Individual,29,Web,Monthly,20,2,5,2.70805020110221,70,7.616283561580385,1,No,Yes,1,29.8319531770484,3.0,1,Neutral,0,0
5243,Enterprise,22,Web,Monthly,33,2,8,2.1972245773362196,10,5.3981627015177525,0,Yes,No,0,24.05202590217888,4.0,1,Neutral,2,0
5246,SME,6,Web,Monthly,36,0,4,1.9459101490553132,20,4.795790545596741,0,No,No,1,18.126830095722735,2.0,0,Satisfied,1,1
5247,Individual,18,Web,Quarterly,18,0,4,1.791759469228055,30,6.293419278846481,1,No,No,4,6.02947298145277,4.0,0,Unsatisfied,1,0
5250,Enterprise,45,Web,Monthly,17,6,5,2.995732273553991,10,6.111467339502679,3,No,Yes,1,20.7197671027636,3.0,0,Satisfied,1,0
5251,SME,56,Mobile,Yearly,21,0,4,1.791759469228055,30,7.427144133408616,0,No,No,1,6.749699465930892,4.0,1,Neutral,0,0
5253,SME,44,Web,Monthly,21,6,5,1.0986122886681098,50,7.696667081526462,1,Yes,No,1,16.394332898490973,3.0,0,Unsatisfied,1,0
5254,SME,32,Web,Quarterly,23,3,6,2.1972245773362196,20,6.46302945692067,0,No,No,3,32.93221216785093,4.0,0,Satisfied,1,0
5256,SME,32,Referral,Quarterly,9,4,6,2.302585092994046,70,7.714677473800927,2,No,No,0,24.28769212487037,3.0,0,Neutral,2,1
5257,Individual,41,Web,Quarterly,11,4,1,0.0,30,7.115582126184454,1,Yes,No,0,13.157755152782086,4.0,0,Satisfied,0,0
5259,SME,55,Mobile,Monthly,24,3,6,2.0794415416798357,50,7.919719760924575,1,No,Yes,1,13.863900126278551,4.0,0,Satisfied,1,0
5260,Enterprise,37,Mobile,Monthly,32,6,4,3.6109179126442243,20,6.608000625296087,1,No,No,2,14.160792585038728,4.0,0,Satisfied,0,0
5261,Individual,42,Referral,Monthly,44,0,6,3.6888794541139363,30,7.13966033596492,3,No,No,0,20.74128466315742,4.0,1,Neutral,1,0
5262,Enterprise,38,Referral,Monthly,21,1,6,2.0794415416798357,70,7.886457270977689,2,No,No,1,11.493484683048369,3.0,1,Unsatisfied,1,0
5263,Enterprise,33,Web,Quarterly,15,3,5,0.6931471805599453,50,7.409136443920128,0,No,No,1,31.67086828521982,4.0,1,Satisfied,2,0
5264,Enterprise,52,Web,Monthly,0,1,8,1.3862943611198906,20,6.947937068614969,1,No,Yes,1,30.581768143515408,4.0,2,Satisfied,1,1
5265,Enterprise,5,Mobile,Yearly,22,2,3,1.6094379124341003,20,4.61512051684126,2,Yes,No,3,21.598517762483485,3.0,0,Unsatisfied,3,0
5266,SME,6,Referral,Yearly,18,1,6,1.0986122886681098,10,4.110873864173311,0,Yes,No,0,24.784889003014843,4.0,0,Unsatisfied,2,0
5267,SME,22,Referral,Monthly,16,3,6,2.6390573296152584,100,7.696667081526462,0,No,No,0,45.56172035391157,3.0,0,Satisfied,1,0
5268,SME,21,Web,Monthly,13,6,3,0.0,100,7.650168700845001,1,No,No,3,18.497107666292138,4.0,0,Satisfied,1,0
5270,Individual,43,Mobile,Quarterly,23,4,6,3.332204510175204,10,6.066108090103747,1,No,No,4,29.71092118849209,3.0,0,Satisfied,3,0
5271,Individual,15,Web,Quarterly,26,6,10,2.70805020110221,10,5.017279836814924,0,No,No,1,11.34510342264252,4.0,0,Satisfied,5,0
5272,Individual,34,Mobile,Monthly,19,2,3,1.0986122886681098,20,6.523562306149512,0,No,No,1,41.39642696723519,3.0,1,Satisfied,2,0
5273,Individual,47,Mobile,Monthly,27,1,5,0.0,30,7.252053951852814,0,No,Yes,1,30.581845974701523,4.0,0,Satisfied,1,0
5274,Enterprise,7,Web,Quarterly,32,4,8,2.70805020110221,50,5.860786223465865,1,No,No,1,32.63799428767389,4.0,0,Neutral,0,0
5275,SME,17,Referral,Quarterly,19,7,5,0.6931471805599453,20,5.831882477283517,1,No,Yes,1,22.57975177195961,4.0,0,Satisfied,0,0
5276,Individual,44,Referral,Quarterly,32,1,8,0.0,20,6.78105762593618,0,No,No,1,21.46742447985292,3.0,0,Satisfied,0,0
5277,SME,44,Web,Yearly,10,5,6,0.0,10,6.089044875446846,1,No,No,3,33.01376490261775,5.0,1,Neutral,2,0
5278,Individual,5,Mobile,Quarterly,22,1,5,2.302585092994046,30,5.017279836814924,0,Yes,Yes,0,1.0,5.0,0,Neutral,0,0
5279,Individual,52,Mobile,Monthly,16,0,4,0.6931471805599453,20,6.947937068614969,0,Yes,No,0,31.83072334559852,3.0,0,Unsatisfied,0,0
5280,SME,39,Web,Quarterly,24,4,6,1.0986122886681098,10,5.968707559985366,0,Yes,No,1,19.91144859316306,4.0,0,Satisfied,1,0
5281,Individual,2,Web,Monthly,0,5,7,0.0,30,4.110873864173311,1,Yes,Yes,3,16.465009030149297,3.0,0,Satisfied,1,1
5282,SME,27,Web,Quarterly,31,6,5,2.0794415416798357,50,7.208600337960199,0,No,No,2,9.816427914784892,4.0,0,Satisfied,1,0
5283,Individual,45,Referral,Yearly,19,2,1,0.0,30,7.208600337960199,1,Yes,No,1,30.31693049621997,3.0,0,Satisfied,2,0
5284,Individual,24,Web,Monthly,24,7,4,1.0986122886681098,50,7.0909098220799835,0,No,No,0,5.426181744729501,4.0,0,Satisfied,1,0
5285,SME,41,Web,Monthly,12,2,4,1.9459101490553132,30,7.115582126184454,0,Yes,No,1,23.241374449831326,2.0,0,Satisfied,0,1
5286,Individual,47,Web,Monthly,36,2,6,0.0,30,7.252053951852814,1,Yes,No,1,23.04994266887245,3.0,2,Satisfied,0,0
5287,Enterprise,28,Web,Monthly,23,1,8,2.0794415416798357,10,5.638354669333745,0,No,Yes,0,31.01723781205731,3.0,0,Satisfied,1,0
5288,Individual,58,Web,Quarterly,16,5,3,0.6931471805599453,20,7.057036981697891,0,No,No,0,18.002211177708723,3.0,0,Satisfied,0,0
5289,Individual,47,Web,Quarterly,0,4,7,2.302585092994046,10,6.154858094016418,0,No,Yes,0,24.97651789605329,2.0,0,Neutral,0,1
5290,Enterprise,1,Mobile,Monthly,16,2,3,1.0986122886681098,10,2.3978952727983707,0,No,No,1,18.142764670034133,3.0,1,Satisfied,0,1
5291,Enterprise,53,Mobile,Monthly,0,5,4,2.833213344056216,10,6.274762021241939,0,Yes,No,0,26.49155585355742,3.0,0,Satisfied,1,0
5292,Individual,52,Mobile,Quarterly,21,7,5,2.4849066497880004,10,6.255750041753367,0,No,No,2,11.503607452188536,3.0,0,Neutral,2,0
